  73 remaining, cumulative cost 0.000012 USD
  73 remaining, cumulative cost 0.000030 USD
  73 remaining, cumulative cost 0.000055 USD
  71 remaining, cumulative cost 0.000079 USD
  69 remaining, cumulative cost 0.000094 USD
  69 remaining, cumulative cost 0.000110 USD
  73 remaining, cumulative cost 0.000126 USD
  73 remaining, cumulative cost 0.000144 USD
  65 remaining, cumulative cost 0.000159 USD
  65 remaining, cumulative cost 0.000179 USD
  65 remaining, cumulative cost 0.000199 USD
  65 remaining, cumulative cost 0.000225 USD
  61 remaining, cumulative cost 0.000240 USD
  65 remaining, cumulative cost 0.000255 USD
  61 remaining, cumulative cost 0.000270 USD
  61 remaining, cumulative cost 0.000303 USD
  65 remaining, cumulative cost 0.000310 USD
  57 remaining, cumulative cost 0.000329 USD
  61 remaining, cumulative cost 0.000349 USD
  61 remaining, cumulative cost 0.000368 USD
  53 remaining, cumulative cost 0.000385 USD
  53 remaining, cumulative cost 0.000408 USD
  50 remaining, cumulative cost 0.000419 USD
  51 remaining, cumulative cost 0.000436 USD
warning: delayed invoke 1 s due to network issues
  49 remaining, cumulative cost 0.000453 USD
warning: delayed invoke 1 s due to network issues
  48 remaining, cumulative cost 0.000475 USD
warning: delayed invoke 1 s due to network issues
  47 remaining, cumulative cost 0.000488 USD
warning: delayed invoke 1 s due to network issues
  47 remaining, cumulative cost 0.000505 USD
  45 remaining, cumulative cost 0.000515 USD
  45 remaining, cumulative cost 0.000526 USD
  49 remaining, cumulative cost 0.000540 USD
  45 remaining, cumulative cost 0.000555 USD
  45 remaining, cumulative cost 0.000569 USD
  45 remaining, cumulative cost 0.000584 USD
  45 remaining, cumulative cost 0.000599 USD
  45 remaining, cumulative cost 0.000617 USD
  45 remaining, cumulative cost 0.000629 USD
  37 remaining, cumulative cost 0.000642 USD
  37 remaining, cumulative cost 0.000656 USD
  37 remaining, cumulative cost 0.000671 USD
  33 remaining, cumulative cost 0.000678 USD
  37 remaining, cumulative cost 0.000691 USD
  33 remaining, cumulative cost 0.000707 USD
  33 remaining, cumulative cost 0.000729 USD
  37 remaining, cumulative cost 0.000741 USD
  33 remaining, cumulative cost 0.000758 USD
  29 remaining, cumulative cost 0.000773 USD
  37 remaining, cumulative cost 0.000793 USD
  29 remaining, cumulative cost 0.000803 USD
  25 remaining, cumulative cost 0.000821 USD
  25 remaining, cumulative cost 0.000838 USD
  33 remaining, cumulative cost 0.000860 USD
  21 remaining, cumulative cost 0.000871 USD
  29 remaining, cumulative cost 0.000884 USD
  29 remaining, cumulative cost 0.000900 USD
  25 remaining, cumulative cost 0.000920 USD
  21 remaining, cumulative cost 0.000930 USD
  17 remaining, cumulative cost 0.000941 USD
  21 remaining, cumulative cost 0.000954 USD
  17 remaining, cumulative cost 0.000979 USD
  21 remaining, cumulative cost 0.000993 USD
  13 remaining, cumulative cost 0.001007 USD
  17 remaining, cumulative cost 0.001023 USD
  13 remaining, cumulative cost 0.001042 USD
   9 remaining, cumulative cost 0.001052 USD
  13 remaining, cumulative cost 0.001065 USD
  13 remaining, cumulative cost 0.001079 USD
  13 remaining, cumulative cost 0.001095 USD
   5 remaining, cumulative cost 0.001115 USD
  13 remaining, cumulative cost 0.001126 USD
   5 remaining, cumulative cost 0.001139 USD
   5 remaining, cumulative cost 0.001162 USD
   2 remaining, cumulative cost 0.001165 USD
   2 remaining, cumulative cost 0.001168 USD
   3 remaining, cumulative cost 0.001177 USD
   9 remaining, cumulative cost 0.001196 USD
   2 remaining, cumulative cost 0.001199 USD
   0 remaining, cumulative cost 0.001202 USD
   2 remaining, cumulative cost 0.001205 USD
   6 remaining, cumulative cost 0.001209 USD
overall processing time: 343.31 s
configuration was: numpar=4 simulate=False | threshold=0 baseline=none bulk=False
