  72 remaining, cumulative cost 0.000017 USD
  71 remaining, cumulative cost 0.000033 USD
  70 remaining, cumulative cost 0.000046 USD
  69 remaining, cumulative cost 0.000069 USD
  68 remaining, cumulative cost 0.000101 USD
  68 remaining, cumulative cost 0.000118 USD
  66 remaining, cumulative cost 0.000133 USD
  65 remaining, cumulative cost 0.000150 USD
  64 remaining, cumulative cost 0.000166 USD
  63 remaining, cumulative cost 0.000183 USD
  62 remaining, cumulative cost 0.000208 USD
  61 remaining, cumulative cost 0.000217 USD
  61 remaining, cumulative cost 0.000232 USD
  61 remaining, cumulative cost 0.000248 USD
  58 remaining, cumulative cost 0.000272 USD
  59 remaining, cumulative cost 0.000290 USD
  56 remaining, cumulative cost 0.000313 USD
  56 remaining, cumulative cost 0.000328 USD
  56 remaining, cumulative cost 0.000339 USD
  53 remaining, cumulative cost 0.000359 USD
  52 remaining, cumulative cost 0.000377 USD
  53 remaining, cumulative cost 0.000395 USD
  52 remaining, cumulative cost 0.000413 USD
  49 remaining, cumulative cost 0.000429 USD
  48 remaining, cumulative cost 0.000437 USD
  49 remaining, cumulative cost 0.000451 USD
  47 remaining, cumulative cost 0.000468 USD
  45 remaining, cumulative cost 0.000475 USD
  44 remaining, cumulative cost 0.000492 USD
  45 remaining, cumulative cost 0.000506 USD
  42 remaining, cumulative cost 0.000516 USD
  41 remaining, cumulative cost 0.000526 USD
  40 remaining, cumulative cost 0.000539 USD
  39 remaining, cumulative cost 0.000547 USD
  38 remaining, cumulative cost 0.000560 USD
  40 remaining, cumulative cost 0.000578 USD
  37 remaining, cumulative cost 0.000594 USD
  38 remaining, cumulative cost 0.000612 USD
  35 remaining, cumulative cost 0.000624 USD
  33 remaining, cumulative cost 0.000646 USD
  32 remaining, cumulative cost 0.000659 USD
  33 remaining, cumulative cost 0.000671 USD
  30 remaining, cumulative cost 0.000683 USD
  29 remaining, cumulative cost 0.000698 USD
  28 remaining, cumulative cost 0.000712 USD
  27 remaining, cumulative cost 0.000726 USD
  26 remaining, cumulative cost 0.000738 USD
  25 remaining, cumulative cost 0.000751 USD
  25 remaining, cumulative cost 0.000762 USD
  23 remaining, cumulative cost 0.000773 USD
  22 remaining, cumulative cost 0.000783 USD
  21 remaining, cumulative cost 0.000795 USD
  21 remaining, cumulative cost 0.000814 USD
  22 remaining, cumulative cost 0.000839 USD
  18 remaining, cumulative cost 0.000856 USD
  17 remaining, cumulative cost 0.000866 USD
  17 remaining, cumulative cost 0.000878 USD
  15 remaining, cumulative cost 0.000894 USD
  14 remaining, cumulative cost 0.000907 USD
  14 remaining, cumulative cost 0.000926 USD
  12 remaining, cumulative cost 0.000936 USD
  12 remaining, cumulative cost 0.000947 USD
  12 remaining, cumulative cost 0.000969 USD
   9 remaining, cumulative cost 0.000980 USD
   8 remaining, cumulative cost 0.000993 USD
   7 remaining, cumulative cost 0.001008 USD
   7 remaining, cumulative cost 0.001031 USD
   5 remaining, cumulative cost 0.001043 USD
   4 remaining, cumulative cost 0.001056 USD
   5 remaining, cumulative cost 0.001073 USD
   4 remaining, cumulative cost 0.001085 USD
   1 remaining, cumulative cost 0.001099 USD
   0 remaining, cumulative cost 0.001117 USD
overall processing time: 250.12 s
configuration was: numpar=1 simulate=False | threshold=0 baseline=none bulk=False
