  72 remaining, cumulative cost 0.000011 USD
  72 remaining, cumulative cost 0.000044 USD
  71 remaining, cumulative cost 0.000080 USD
  72 remaining, cumulative cost 0.000109 USD
  70 remaining, cumulative cost 0.000149 USD
  68 remaining, cumulative cost 0.000205 USD
  69 remaining, cumulative cost 0.000266 USD
  67 remaining, cumulative cost 0.000343 USD
  64 remaining, cumulative cost 0.000440 USD
  51 remaining, cumulative cost 0.000660 USD
  54 remaining, cumulative cost 0.000880 USD
   0 remaining, cumulative cost 0.000926 USD
   0 remaining, cumulative cost 0.000971 USD
   0 remaining, cumulative cost 0.001016 USD
   0 remaining, cumulative cost 0.001061 USD
   0 remaining, cumulative cost 0.001107 USD
   0 remaining, cumulative cost 0.001152 USD
   0 remaining, cumulative cost 0.001197 USD
   0 remaining, cumulative cost 0.001242 USD
   0 remaining, cumulative cost 0.001288 USD
   0 remaining, cumulative cost 0.001333 USD
   0 remaining, cumulative cost 0.001379 USD
overall processing time: 44.94 s
configuration was: numpar=11 simulate=False
